Name,Sector,Sub-Sector,Market Cap,Return on Equity,ROCE,Cash Flow Margin,EBITDA Margin,Net Profit Margin,Return on Assets,Asset Turnover Ratio,Working Capital Turnover Ratio,Current Ratio,Debt to Equity,PE Ratio,PB Ratio,Sector PE,Sector PB,PS Ratio,Sector Dividend Yield,Return on Investment,MF Holding Change 3M,MF Holding Change 6M,FII Holding Change 3M,FII Holding Change 6M,DII Holding Change 3M,DII Holding Change 6M,EPS (Q),Dividend Per Share,Debt to Equity ,Debt to Asset,R1,R2
Flair Writing Industries Ltd,Industrials,Electrical Components & Equipments,2991.65,17.84,17.53,7.82,20.77,11.98,13.28,1.11,2.48,5.08,0.08,25.15,3.33,48.93,6.81,3.01,0.58,13.4,0.09,0.06,-0.12,-0.23,0.03,0.51,2.51,0,0.08,0.06,1,2
Mahindra Logistics Ltd,Industrials,Logistics,2952.26,-10.28,4.04,4.1,4.54,-0.99,-2.18,2.2,-74.07,0.93,1.47,-53.93,5.85,48.93,6.81,0.53,0.58,1.08,0.88,1,-0.56,-0.83,0.71,0.82,-1.5,2.5,1.47,0.3,0,0
Eveready Industries India Ltd,Industrials,Stationery,2888.23,18.91,20.23,11.68,10.87,5.07,6.86,1.35,28.35,1.15,0.79,43.26,7.47,48.93,6.81,2.19,0.58,14.29,0.02,0.03,0.23,0.32,0.02,0.04,4.04,1,0.79,0.32,1,1
Marine Electricals (India) Ltd,Industrials,Batteries,2859.59,14.09,19.19,0.21,10.14,5.24,6.37,1.21,4.84,1.46,0.34,100.8,12.84,48.93,6.81,5.28,0.58,12.96,0,0,0.1,0.23,-0.04,0.08,0.54,0,0.34,0.15,1,1
KRN Heat Exchanger and Refrigeration Ltd,Industrials,Building Products - Prefab Structures,2834.53,,36.93,0.88,20.32,12.46,,2.43,-,1.77,0.66,72.55,21.53,48.93,6.81,9.04,0.58,19.7,-,-,-,-,-,-,2.64,0,0.66,0.34,0,2
Dredging Corporation of India Ltd,Industrials,Dredging,2813.58,2.86,4.11,20.1,21.8,3.76,1.51,0.4,-4.12,0.78,0.34,78.86,2.23,48.93,6.81,2.97,0.58,3.8,0.56,0.64,-0.16,-0.12,0.54,0.49,-11.22,0,0.34,0.18,0,1
Spectrum Electrical Industries Ltd,Industrials,Electrical Components & Equipments,2776.65,15.07,19.05,-0.3,13.49,5.9,6.89,1.17,6.43,1.63,0.52,140.73,16.36,48.93,6.81,8.31,0.58,11.09,-,0,-,1.96,-,0.31,-,1,0.52,0.28,1,1
Somany Ceramics Ltd,Industrials,Electrical Components & Equipments,2676.37,11.17,16.7,15.04,10.01,3.7,4.87,1.31,80.78,0.98,0.44,27.63,3.19,48.93,6.81,1.02,0.58,11.84,0.33,0.47,0.15,0.46,0,-0.3,4.19,3,0.44,0.19,0,1
Interarch Building Products Ltd,Industrials,Business Support Services,2673.04,20.44,27.46,6.24,10.17,6.6,12.06,1.83,6.16,1.71,0.03,30.99,6.01,48.93,6.81,2.05,0.58,20.8,-,4.99,-,5.52,-,-3.14,13.54,0,0.03,0.02,1,1
SML Isuzu Ltd,Industrials,Building Products - Ceramics,2664.52,46.54,34.81,-2.26,8.37,4.9,10.04,2.05,-31.06,1.01,1.48,24.7,9.33,48.93,6.81,1.21,0.58,19.55,0.05,0.05,0.02,-0.46,-0.02,0.05,32.06,16,1.48,0.35,0,1
DISA India Ltd,Industrials,Industrial Machinery,2617.57,18.43,23.68,16.23,18.35,12.46,11.07,0.89,1.95,2.11,0.01,61.04,10.64,48.93,6.81,7.61,0.58,17.59,0.04,0.04,0,0,0.04,0.04,104.46,200,0.01,0,1,2
Veritas (India) Ltd,Industrials,Commodities Trading,2600.44,7.76,5.8,1.43,6.69,4.78,4.5,0.94,3.97,4.33,0.13,13.92,1.04,48.93,6.81,0.66,0.58,7.68,0,0,0,0,0,0,17.93,0.05,0.13,0.08,0,1
Updater Services Ltd,Industrials,Electrical Components & Equipments,2565.13,11.01,10.82,4.16,6.39,2.75,4.99,1.81,9.4,1.75,0.12,37.76,3.03,48.93,6.81,1.04,0.58,9.17,0.7,1.14,-0.32,-1.51,1.77,1.27,4.2,0,0.12,0.07,0,2
Ram Ratna Wires Ltd,Industrials,Trucks & Buses,2549.8,13.79,20.85,4.61,4.5,1.74,5.86,3.37,13.35,1.61,0.58,48.81,5.9,48.93,6.81,0.85,0.58,13.63,0,0,0.28,0.45,0,0,3.82,5,0.58,0.26,0,2
HLE Glascoat Ltd,Industrials,Industrial Machinery,2511.49,7.15,12.82,9.65,12.07,3.04,2.83,0.93,6.84,1.27,0.78,84.59,5.06,48.93,6.81,2.57,0.58,7.06,-0.06,-0.05,-0.19,-0.21,-0.06,-0.25,0.79,1.1,0.78,0.32,0,1
Thejo Engineering Ltd,Industrials,Industrial Machinery,2498.88,22.61,26.9,9.21,18.39,9.89,14.38,1.45,3.34,2.89,0.16,44.92,9.17,48.93,6.81,4.44,0.58,19.7,0.14,0.14,-0.38,0.12,0.12,0.17,8.9,3,0.16,0.1,1,1
NRB Bearings Ltd,Industrials,Construction & Engineering,2496.73,30.73,36.42,8.73,28.9,18.14,19.54,1.08,3.33,2.54,0.2,10.43,2.85,48.93,6.81,1.89,0.58,24.82,-0.5,-1.52,0.06,-0.59,-0.51,-1.52,2.57,4.1,0.2,0.14,1,2
Ravindra Energy Ltd,Industrials,Aerospace & Defense Equipments,2421.56,-27.65,-9.25,41.57,-10.58,-35.22,-12,0.34,2.55,1.21,0.9,-46.95,14.66,48.93,6.81,16.54,0.58,-11.05,0,0,-0.04,-0.04,0.09,0.09,0.37,0,0.9,0.37,0,0
ideaForge Technology Ltd,Industrials,Electrical Components & Equipments,2413.57,9.19,9.76,22.08,25.25,13.15,7.36,0.56,0.9,8.8,0.02,53.3,3.65,48.93,6.81,7.01,0.58,7.4,-0.96,-1.27,0.58,0.75,-0.94,-1.31,-3.18,0,0.02,0.02,0,1
Dreamfolks Services Ltd,Industrials,Logistics,2403.22,35.07,38.12,1.93,8.55,6.06,18.61,3.07,6.15,2.3,0.03,34.82,10.17,48.93,6.81,2.11,0.58,28.94,-0.82,0.08,-0.34,-1.8,-1.45,-0.18,3.24,2,0.03,0.01,1,1
PSP Projects Ltd,Industrials,Construction & Engineering,2357.1,14.33,22.97,-8.85,11.27,4.86,6.47,1.33,6.25,1.42,0.5,19.17,2.58,48.93,6.81,0.93,0.58,12.69,0.47,8.42,1.55,6.26,0.49,6.41,2.6,0,0.5,0.22,0,1
Universal Cables Ltd,Industrials,Cables,2329.62,6.62,10.14,1.56,12.24,5.11,3.53,0.69,4.56,1.45,0.43,21.52,1.31,48.93,6.81,1.1,0.58,7.84,2.19,1.95,-0.18,-0.11,1.39,0.45,5.27,3,0.43,0.23,0,1
Indo Tech Transformers Ltd,Industrials,Construction & Engineering,2313.94,24.15,31.22,6.23,14.64,9.19,13.6,1.48,3.58,2.01,0.02,49.38,10.66,48.93,6.81,4.54,0.58,26.7,0,0,-0.03,0.38,-0.01,0,5.56,0,0.02,0.01,1,1
Ge Power India Ltd,Industrials,Industrial Machinery,2255.48,-113.72,-34.13,9.77,-3.14,-9.67,-6.29,0.65,121.33,0.97,2.36,-13.16,32.78,48.93,6.81,1.27,0.58,-32.76,0,-0.63,0.04,0.18,-0.18,-0.7,-1.42,0,2.36,0.06,0,0
Ador Welding Ltd,Industrials,Heavy Electrical Equipments,2232.87,18.43,24.46,3.85,11.63,7.05,13,1.84,5.32,2.16,0.12,35.34,6.16,48.93,6.81,2.49,0.58,16.87,-,-,-,-,-,-,11.13,18.5,0.12,0.08,1,1
Paramount Communications Ltd,Industrials,Electrical Components & Equipments,2229.99,18.59,13.66,-9.36,9.02,7.94,12.87,1.62,3.03,3.4,0.16,26.05,3.56,48.93,6.81,2.07,0.58,12.55,0,0,-4.9,-4.77,0,0,0.67,0,0.16,0.12,1,1
Apollo Pipes Ltd,Industrials,Cables,2136.57,,10.44,12.58,10.14,4.32,,1.98,-,1.14,0.12,49.9,3.72,48.93,6.81,2.16,0.58,7.56,-0.46,0.22,0.34,0.23,-0.6,1.91,0.95,1,0.12,0.07,0,1
MIC Electronics Ltd,Industrials,Building Products - Pipes,2124.03,67.92,15.97,-15.42,33.36,97.86,57.77,0.59,2.34,3.32,0.1,34.35,17.42,48.93,6.81,33.62,0.58,47.64,0,0,-3.61,4.77,0,0,0.08,0,0.1,0.08,1,2
Rama Steel Tubes Ltd,Industrials,Industrial Machinery,2109.09,9.54,15.61,1.72,6.13,2.77,4.07,1.47,5.51,1.68,0.42,72.43,6.08,48.93,6.81,2.01,0.58,10.23,0,0,0.12,0.09,0,0,0.04,0,0.42,0.2,0,1
IKIO Lighting Ltd,Industrials,Heavy Machinery,2108.99,17.43,16.65,-1.15,23.87,13.36,12.51,0.94,2.08,5.74,0.13,34.82,3.82,48.93,6.81,4.65,0.58,11.6,-3.41,-3.24,-0.02,-0.86,-3.41,-3.24,1.6,1,0.13,0.11,1,2
PIX Transmissions Ltd,Industrials,Renewable Energy Equipment & Services,2105.84,18.23,20.53,26.74,27.19,16.22,13.66,0.84,2.06,4.98,0.09,25.37,4.27,48.93,6.81,4.11,0.58,16.49,-5.21,-5.21,-0.06,0,-5.01,-5.01,20.14,7,0.09,0.07,1,2
TIL Ltd,Industrials,Building Products - Pipes,2101.96,,156.16,-22.41,61.93,68.32,66.48,0.97,-2.15,0.75,5.44,8.28,66.54,48.93,6.81,5.66,0.58,138.28,0,0,0.01,0.01,0,-2.43,-0.26,0,5.44,0.42,0,2
Alpex Solar Ltd,Industrials,Construction & Engineering,2086.23,30.82,29.59,-1.29,10.3,6.35,15.54,2.45,6.91,2.21,0.27,78.49,15.93,48.93,6.81,4.98,0.58,19.76,0,-,4.86,-,-4.65,-,-,0,0.27,0.16,1,1
Axiscades Technologies Ltd,Industrials,Agricultural & Farm Machinery,2081.58,7.01,14.01,8.18,14.98,3.4,3.22,0.95,3.94,1.9,0.54,63.46,3.52,48.93,6.81,2.16,0.58,9.94,-0.71,-1.41,0.05,0.02,-0.46,-4.47,4.07,0,0.54,0.28,0,1
GKW Ltd,Industrials,Shipbuilding,2061.63,0.61,0.65,35.27,51.74,35.45,0.48,0.01,0.33,8.86,0,148.75,0.87,48.93,6.81,52.73,0.58,0.59,-0.06,-0.06,0,0,-0.06,-0.06,3.79,0,0,0,0,2
IFGL Refractories Ltd,Industrials,Building Products - Pipes,2052.26,7.86,9.25,9.18,10.44,4.93,5.6,1.14,3.15,2.68,0.16,25.13,1.91,48.93,6.81,1.24,0.58,7.44,0.12,0.56,0,-0.1,0.23,0.47,6.84,7,0.16,0.12,0,1
Man Industries (India) Ltd,Industrials,Logistics,2039.16,8.29,14.64,8.06,9.18,3.29,4.92,1.49,4.7,1.92,0.23,19.39,1.45,48.93,6.81,0.64,0.58,11.15,0,0,0.69,0.89,-0.03,-0.04,2.94,2,0.23,0.13,0,1
Navkar Corporation Ltd,Industrials,Industrial Machinery,2009.58,-0.09,0.88,14.03,13.71,-0.39,-0.08,0.21,2.91,2.18,0.11,-1161.61,1.02,48.93,6.81,4.56,0.58,0.56,1.05,1.05,0.05,0,1.77,1.74,-0.15,0,0.11,0.1,0,0
JITF Infralogistics Ltd,Industrials,Logistics,1998.98,,15.46,7.33,16.4,1.06,0.93,0.88,6.02,1.54,104.14,56.42,66.68,48.93,6.81,0.6,0.58,11.2,0,0,0.41,-0.28,-0.11,0.42,3.75,0,104.14,0.73,0,2
Uniparts India Ltd,Industrials,Cables,1974.48,14.68,17.95,17.38,18.34,10.85,11.26,1.04,2.02,3.93,0.12,15.84,2.28,48.93,6.81,1.72,0.58,13.43,0.11,0.02,-0.54,-0.5,-0.45,-0.81,5.52,14,0.12,0.09,1,1
Kilburn Engineering Ltd,Industrials,Industrial Machinery,1961.11,,24.63,7.8,24.09,15.17,,1.37,-,1.69,0.33,38.81,7.71,48.93,6.81,5.89,0.58,17.79,0,0,-0.13,0.21,-0.06,-0.11,2.76,2,0.33,0.18,0,2
Dynamic Cables Ltd,Industrials,Electrical Components & Equipments,1958.82,19.3,32.26,0.16,10.47,4.9,8.38,1.71,5.52,1.54,0.56,51.86,9.16,48.93,6.81,2.54,0.58,17.56,0,0,-0.07,0.29,-0.27,2,5.72,0.5,0.56,0.24,0,1
Divgi TorqTransfer Systems Ltd,Industrials,Industrial Machinery,1948.29,7.02,9.22,11.89,26.66,14.55,6.16,0.42,0.82,6.62,0,49.04,3.36,48.93,6.81,7.14,0.58,6.93,0.84,0.29,-0.96,-1.21,0.8,0.26,1.95,2.6,0,0,0,1
Hind Rectifiers Ltd,Industrials,Commodities Trading,1894.33,10.57,19.65,6.54,7.43,2.41,4.01,1.66,14.64,1.21,1.08,151.67,15.21,48.93,6.81,3.66,0.58,9.97,0,0,0.16,0.21,0,0,5.95,1.2,1.08,0.41,0,2
Salzer Electronics Ltd,Industrials,Industrial Machinery,1882.95,10.27,18.9,2.03,10.18,3.93,4.86,1.24,5.63,1.5,0.65,41.04,3.92,48.93,6.81,1.61,0.58,10.1,0,0,-0.16,-0.55,0,-0.02,7.57,2.5,0.65,0.31,0,1
Sterling Tools Ltd,Industrials,Electrical Components & Equipments,1858.67,13.07,15.94,10.82,12.21,5.9,8.11,1.38,5.17,2.04,0.26,33.57,4.16,48.93,6.81,1.98,0.58,11.48,-0.47,-0.47,0.06,0.1,-0.75,-0.75,5.11,2,0.26,0.17,1,1
Mercury Ev-Tech Ltd,Industrials,Industrial Machinery,1857.29,5.05,4.24,-87.18,15.18,8.88,3.31,0.57,1.48,8.54,0.46,928.65,37.06,48.93,6.81,82.44,0.58,1.81,0,0,0.16,0.15,0,0,0.03,0,0.46,0.3,0,1
B L Kashyap and Sons Ltd,Industrials,Conglomerates,1854.69,11.16,17.17,6.27,9.74,4.18,3.88,0.93,4.68,1.37,0.62,35.31,3.74,48.93,6.81,1.48,0.58,12.58,0,0,0.22,0.98,0,-0.03,0.9,0,0.62,0.22,0,1
Bigbloc Construction Ltd,Industrials,Building Products - Granite,1854.64,33.27,23.33,8.06,24.38,12.49,12.54,1,14.99,1.23,1.31,60.02,17.07,48.93,6.81,7.5,0.58,15.83,0,0,0.01,0.12,0,0,0.31,0.2,1.31,0.49,0,2
Hariom Pipe Industries Ltd,Industrials,Construction & Engineering,1807.72,13.5,18.52,0.43,12.41,4.9,7.15,1.46,5.49,1.68,0.8,31.82,3.88,48.93,6.81,1.56,0.58,10.69,0,0,-0.55,3.03,0.22,0.38,5.17,0.6,0.8,0.42,0,1
Jaiprakash Associates Ltd,Industrials,Conglomerates,1796.76,,-1.15,16.65,1.75,-19.07,-3.63,0.19,0.72,1.71,,-1.34,-0.68,48.93,6.81,0.26,0.58,-,0.02,0.06,-0.43,0.16,-0.14,-0.4,-3.98,0,-5.83,0.43,0,2
Eco Recycling Ltd,Industrials,Building Products - Prefab Structures,1789.58,31.11,30.67,-7.31,67.22,50.55,24.84,0.49,2.73,5.13,0.07,100.37,26.5,48.93,6.81,50.74,0.58,25.59,0,0,0.02,0,0,0,4.23,0,0.07,0.06,1,2
Swelect Energy Systems Ltd,Industrials,Building Products - Pipes,1733.1,7.46,10.92,27.86,50.58,19.29,3.94,0.2,1.03,1.59,0.66,27.95,2.02,48.93,6.81,5.39,0.58,7.92,0,0,-0.05,0.01,-0.2,-0.47,4.35,4,0.66,0.34,0,1
Kokuyo Camlin Ltd,Industrials,Business Support Services,1721.31,15.69,20.02,2.29,10.01,5.34,9.37,1.76,7.01,1.77,0.27,39.26,5.81,48.93,6.81,2.1,0.58,12.76,0,0,0.29,0.12,0,0,1.62,0.5,0.27,0.16,1,1
Balmer Lawrie Investments Ltd,Industrials,Electrical Components & Equipments,1704.53,8.75,14.78,10.94,16.29,6.84,5.77,0.84,2.82,2.28,0.06,10.15,0.85,48.93,6.81,0.69,0.58,7.97,0,0,-0.02,0.23,-0.12,-0.12,1.86,3.8,0.06,0.04,0,1
Suyog Telematics Ltd,Industrials,Industrial Machinery,1700.66,23.77,21.54,41.29,71.72,36.32,12.92,0.36,42.87,1.11,0.5,26.87,5.7,48.93,6.81,9.76,0.58,18.45,0,0,-0.39,-0.39,-0.07,-0.03,15.84,1.25,0.5,0.3,1,2
Everest Industries Ltd,Industrials,Construction & Engineering,1684.82,3.05,4.77,11.4,4.14,1.12,1.54,1.37,8.82,1.33,0.16,93.6,2.82,48.93,6.81,1.05,0.58,4.44,0,0,0.02,0.05,0,0,10.07,2.5,0.16,0.08,0,0
Roto Pumps Ltd,Industrials,Stationery,1673.71,21.83,27.2,13.85,25.35,14.04,13.57,0.97,3.62,1.96,0.27,42.73,8.54,48.93,6.81,6,0.58,17.68,0,0,-0.24,-0.32,-0.01,0,1.79,3.15,0.27,0.18,1,2
Sat Industries Ltd,Industrials,Industrial Machinery,1672.87,50.17,46.25,-31.05,45.17,33.13,37.28,1.13,2.14,4.5,0.09,6.49,2.32,48.93,6.81,2.15,0.58,34.27,0,0,-0.5,-0.14,-0.21,-0.21,1.59,0.3,0.09,0.07,1,2
GPT Infraprojects Ltd,Industrials,Construction & Engineering,1638.82,20,30.88,11.06,12.37,5.64,7.68,1.36,7.2,1.43,0.64,28.33,5.44,48.93,6.81,1.6,0.58,18.37,0.88,0.88,5.8,5.96,1.57,1.59,1.45,1.5,0.64,0.26,1,1
Bajaj Steel Industries Ltd,Industrials,Industrial Machinery,1636.18,19.49,23.32,9.77,16.97,10.42,11.7,1.12,3.67,1.77,0.19,27.72,4.93,48.93,6.81,2.89,0.58,16.09,0,0,0.09,0.09,0,0,67.62,3,0.19,0.11,1,2
Walchandnagar Industries Ltd,Industrials,Construction & Engineering,1582.99,-13.45,1.76,3.32,6.97,-12.93,-4.91,0.38,3.98,1.25,0.67,-37.84,4.38,48.93,6.81,4.89,0.58,1.29,0,0,-0.04,0.03,0.13,0.05,-0.31,0,0.67,0.27,0,0
Simplex Infrastructures Ltd,Industrials,Rail,1531.26,-27,-6.91,-5.88,3.26,-5.14,-0.7,0.14,-1.18,0.88,30.77,-21.19,6.56,48.93,6.81,1.09,0.58,0.1,-0.27,-0.27,0.05,0.06,-0.27,-0.27,-1.73,0,30.77,0.69,0,0
Solex Energy Ltd,Industrials,Construction & Engineering,1531.14,20.82,22.74,0.46,8.29,2.37,4.95,2.09,11.37,1.32,2.08,175.39,33.11,48.93,6.81,4.16,0.58,13.5,-,0,-,0,-,1.1,-,0.44,2.08,0.45,0,2
SPML Infra Ltd,Industrials,Industrial Machinery,1531.14,-1.72,4.72,26.2,2.6,-0.31,-0.3,0.97,10.64,1.5,1.18,-219.68,3.3,48.93,6.81,0.67,0.58,4.93,0,0,0.38,0.56,0,12.23,2.58,0,1.18,0.29,0,0
Om Infra Ltd,Industrials,Construction & Engineering,1529.21,6.31,13.16,5.3,10.16,4.1,3.15,0.77,5.01,1.39,0.12,32.36,1.99,48.93,6.81,1.33,0.58,8.38,2.06,3.92,-0.3,-0.31,2.06,3.92,1.28,0.5,0.12,0.06,0,1
Kabra Extrusion Technik Ltd,Industrials,Commodities Trading,1524.47,8.09,11.51,5.23,11.31,5.48,5.01,0.91,2.96,1.89,0.19,45.09,3.37,48.93,6.81,2.47,0.58,8.11,0,0,-0.09,-0.35,0,0,3.52,3,0.19,0.12,0,1
Eimco Elecon (India) Ltd,Industrials,Industrial Machinery,1512.33,10.46,12.52,4.75,23.15,15.8,9.19,0.58,1.91,3.44,0,39.23,3.92,48.93,6.81,6.2,0.58,10.22,0,0,0,-0.1,0.01,0.37,25.72,5,0,0,1,1
Yuken India Ltd,Industrials,Industrial Machinery,1510.34,7.86,11.85,7.59,11.7,4.4,4.1,0.93,13.34,1.32,0.28,80.21,5.4,48.93,6.81,3.53,0.58,7.63,0.21,1.03,-0.07,-0.02,0.18,1.06,4.04,1.5,0.28,0.16,0,1
Oriental Rail Infrastructure Ltd,Industrials,Commodities Trading,1501.75,15.23,15.13,1.09,13.12,5.68,5.34,0.94,3.08,2.07,1.02,50.03,5.24,48.93,6.81,2.84,0.58,8.97,0,0,0,0.31,-0.01,0,1.29,0.1,1.02,0.45,0,2
Automobile Corp Of Goa Ltd,Industrials,Industrial Machinery,1477.71,18.6,22.04,10.2,9.39,6.42,10.82,1.69,3.83,2.21,0.29,38.51,6.75,48.93,6.81,2.47,0.58,13.66,0,0,0,0,0,0,29.43,20,0.29,0.17,1,1
Allcargo Gati Ltd,Industrials,Trucks & Buses,1467.83,2.09,3.17,4.16,5.61,0.83,1.11,1.34,21.83,1.2,0.55,101.02,2.1,48.93,6.81,0.84,0.58,4.1,0,0,-4.88,1.08,-2.21,1.68,-0.06,0,0.55,0.29,0,0
Yamuna Syndicate Ltd,Industrials,Construction & Engineering,1444.58,11,10.75,-1.93,66.98,65.23,10.99,0.17,4.57,39.72,0,11.63,1.22,48.93,6.81,7.58,0.58,10.48,0,0,0,0,0,0,981.49,400,0,0,1,1
Hexa Tradex Ltd,Industrials,Industrial Machinery,1434.7,3.03,2.74,72.29,97.51,69.26,2.29,0.03,-4.67,3.54,0.01,15.55,0.37,48.93,6.81,10.77,0.58,2.7,0,0,0,0,0.08,0.11,-0.34,0,0.01,0.01,0,2
Likhitha Infrastructure Ltd,Industrials,Logistics,1432.23,23.29,29.27,4.82,23.13,15.33,20.24,1.32,1.76,8.1,0,21.89,4.61,48.93,6.81,3.36,0.58,21.5,0,0,0.83,0.81,0,0,4.33,1.5,0,0,1,2
Gala Precision Engineering Ltd,Industrials,Building Products - Glass,1410.87,23.74,26.36,7.64,18.93,10.91,12.44,1.14,4.43,1.69,0.54,63.18,13.51,48.93,6.81,6.89,0.58,17.98,-,-,-,-,-,-,6.23,-,0.54,0.3,1,2
Hardwyn India Ltd,Industrials,Commodities Trading,1357.5,,4.18,-0.6,11.07,6.68,,0.73,-,1.74,0.01,132.57,3.6,48.93,6.81,8.85,0.58,3.26,0,0,0.02,0.02,0,0,0.04,0,0.01,0.01,0,2
Rishabh Instruments Ltd,Industrials,Electrical Components & Equipments,1339.38,8.16,9.4,10.84,11.89,5.66,5.57,0.98,2.72,2.66,0.1,33.75,2.38,48.93,6.81,1.91,0.58,7.14,0,0.03,0.01,-0.18,-0.14,-1.32,0.95,0,0.1,0.07,0,1
Ice Make Refrigeration Ltd,Industrials,Electrical Components & Equipments,1319.42,28.34,28.68,2.74,10.92,6.92,14.17,2.05,6.9,1.72,0.26,50.28,12.68,48.93,6.81,3.48,0.58,21.59,0,0,0.01,-0.01,0,0,2.35,2,0.26,0.13,1,1
Western Carriers (India) Ltd,Industrials,Industrial Machinery,1289.33,22.41,30.41,0.04,8.98,4.75,11.83,2.49,6.56,1.91,0.68,16.05,3.24,48.93,6.81,0.76,0.58,15.37,-,-,-,-,-,-,2.4,0,0.68,0.36,0,1
Windsor Machines Ltd,Industrials,Heavy Electrical Equipments,1282.4,-2.7,2.43,13.01,7.12,-2.15,-1.31,0.61,-9.87,0.78,0.13,-166.76,4.62,48.93,6.81,3.59,0.58,2.46,0,0,0.85,1.01,0.05,0.05,-0.63,0.5,0.13,0.06,0,0
Prakash Pipes Ltd,Industrials,Building Products - Pipes,1282.38,27.85,30.04,17.46,17.99,13.08,21.39,1.63,2.82,3.51,0.11,14.31,3.51,48.93,6.81,1.87,0.58,23.07,0,-0.02,1.07,1.63,0,-0.02,10.62,1.8,0.11,0.08,1,2
Diffusion Engineers Ltd,Industrials,Logistics,1265.98,18.4,21.72,13.63,16.52,10.69,12.12,1.13,4.52,1.89,0.18,41.29,6.63,48.93,6.81,4.41,0.58,14.38,-,3.2,-,2.95,-,1.63,2.58,0.5,0.18,0.12,1,2
Kirloskar Electric Company Ltd,Industrials,Industrial Machinery,1260.14,16.16,20.44,6.45,7.92,2.49,2.24,0.9,-2.02,0.4,1.54,89.5,15.3,48.93,6.81,2.23,0.58,19.03,0,0,-0.15,0.19,-0.18,-0.3,0.29,0,1.54,0.2,0,2
Vascon Engineers Ltd,Industrials,Industrial Machinery,1223.72,6.97,8.59,-2.65,10.09,6.22,3.81,0.61,1.68,1.86,0.19,18.29,1.23,48.93,6.81,1.14,0.58,7.02,-0.37,-0.05,0.15,-0.34,-0.37,-0.15,0.46,0.25,0.19,0.1,0,1
Macpower CNC Machines Ltd,Industrials,Construction & Engineering,1210.9,22.48,26.7,6.84,15.18,10,15.17,1.52,3.83,2.24,0,49.93,10.17,48.93,6.81,4.99,0.58,20.49,0,0,0.15,0.78,-0.18,-0.48,4.02,1.5,0,0,1,2
Shankara Building Products Ltd,Industrials,Industrial Machinery,1181.79,11.26,17.08,0.2,3.23,1.68,5.64,3.36,10.87,1.67,0.11,14.57,1.48,48.93,6.81,0.24,0.58,12.83,0,-0.36,-2.4,-3.82,0.05,-0.35,6.62,3,0.11,0.05,0,2
Emkay Taps and Cutting Tools Ltd,Industrials,Building Products - Pipes,1181.69,27.4,30.16,16.65,62.07,48,24.19,0.5,5.62,1.81,0.02,16.44,3.95,48.93,6.81,7.89,0.58,23.63,-,0,-,0,-,0,-,0,0.02,0.02,1,2
Snowman Logistics Ltd,Industrials,Logistics,1154.24,3.03,7.52,17.21,21.23,2.49,1.73,0.69,8.98,1.57,0.66,90.81,2.76,48.93,6.81,2.26,0.58,5.25,0,0,-0.23,0.2,0,0.12,0.11,1,0.66,0.37,0,0
AGS Transact Technologies Ltd,Industrials,Business Support Services,1113.22,-16.07,2.05,23.15,15.61,-5.31,-3.66,0.69,8.38,1.1,2.42,-13.9,2.41,48.93,6.81,0.74,0.58,4.28,-0.03,-0.03,-0.81,-1.63,-0.03,-0.11,1.14,0,2.42,0.54,0,0
Kaycee Industries Ltd,Industrials,Logistics,1088.81,20.64,22.8,12.48,14.99,9.1,14.09,1.55,2.74,3.85,0.17,241.96,45.69,48.93,6.81,22.02,0.58,17.56,0,0,0,0,-0.07,-0.07,4.74,2,0.17,0.12,1,1
Sika Interplant Systems Ltd,Industrials,Heavy Electrical Equipments,1087.75,20.47,24.01,17.53,23.54,17.2,17.17,1,3.61,2.94,0,56.19,10.52,48.93,6.81,9.66,0.58,18.97,0,0,0,0.13,0,0,14.59,10,0,0,1,2
Ritco Logistics Ltd,Industrials,Aerospace & Defense Equipments,1073.57,19.91,28.22,1.58,8.44,3.52,8.07,2.29,8.38,1.59,1.42,32.54,5.87,48.93,6.81,1.15,0.58,12.4,0,0,-0.4,0.02,2.49,2.53,3.53,0,1.42,0.57,0,1
Taneja Aerospace and Aviation Ltd,Industrials,Aerospace & Defense Equipments,1070.9,9.28,11.28,45.53,63.84,36.07,8.17,0.23,2.7,2.89,0,96.22,8.21,48.93,6.81,34.7,0.58,8.88,0,0,0,-0.14,0,-0.11,1.61,4,0,0,0,1
Vilas Transcore Ltd,Industrials,Industrial Machinery,1068.92,15.57,19.88,15.66,11.04,7.35,11.83,1.61,2.69,4.32,0,46.33,6.71,48.93,6.81,3.4,0.58,15.45,-,-,-,-,-,-,3.49,0,0,0,1,1
IST Ltd,Industrials,Industrial Machinery,1065.87,10.41,12.63,2.62,86.65,61.37,9.81,0.16,2.04,8.63,0,8.46,0.81,48.93,6.81,5.19,0.58,9.82,0,0,0,0,0,0,45.22,0,0,0,1,1
Ratnaveer Precision Engineering Ltd,Industrials,Logistics,1058.39,17.24,17.54,2.05,9.46,5.15,6.86,1.33,4.79,1.75,0.81,34.09,4.18,48.93,6.81,1.76,0.58,9.39,0,0,-0.46,0.58,0.38,0.37,3.05,0,0.81,0.4,1,1
Allcargo Terminals Ltd,Industrials,Electrical Components & Equipments,1038.31,18.97,12.6,13.23,17.88,5.92,5.71,0.96,-47.8,0.97,1.68,23.39,4.15,48.93,6.81,1.39,0.58,10.85,0,0,-0.16,-0.21,0,0,0.46,0,1.68,0.54,0,2
